sector,filename,transit_events,n_points,depth_ppm,formal_error_ppm,reduced_chi_square,beta,robust_error_ppm
22,tess2020049080258-s0022-0000000082308728-0174-s_lc.fits,2,841,757.5467476,18.91685939,4.224385357,1.729121926,67.22896383
